id,venue,address,pages,year,author,publisher,title,editor,note,month,volume,institution
1186,"machine learning,",,"pp. 197-227,","(1990),","schapire, r.e.",kluwer academic publishers.,"the strength of weak learnability,",,,,"5,",
1187,machine learning 5,,197-227.,1990.,"schapire, r.e.",,the strength of weak learn-ability.,,,,,
1188,machine learning 5:,,197-227.,1990.,"schapire, r.e.",,the strength of weak learnability.,,,,,
1189,"machine learning,",,pp. 197-227.,"(1990),","schapire, r.e.,",,"'the strength of weak learnability',",,,,"5, 2,",
1190,,,,,"schapire, r.e.:",,the strength of weak learnability.,,machine learning 5 (1990) 197-227.,,,
1191,machine learning 5(2),,197-226.,1990.,"schapire, robert e.",,the strength of weak learn-ability.,,,,,
1192,"machine learning,",,197-227.,(1990).,"shapire, r.",,the strength of weak learnability.,,,,5,
1193,"machine learning,",,"197-227,",1990.,r. e. schapire.,,the strength of weak learnability.,,,,5(2),
1194,"machine learning,",,"197-227,",1990.,r. schapire.,,the strength of weak learnability.,,,,5,
1195,,,,1990.,"schapire, r.",,the strength of weak learnability. machine learning 5 197-227. this article was processed using the l a t e x macro package with llncs style,,,,,
1196,"machine learning,",,"197-227,",1990.,r. e. schapire.,,the strength of weak learnability.,,,,5(2),
1197,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5,
1198,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5,
1199,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1200,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1201,"machine learning,",,"197-227,",1990.,r. e. schapire.,,the strength of weak learnability.,,,,5(2),
1202,"machine learning,",,"197-226,",1990.,r. schapire.,,the strength of weak learnability.,,,,5,
1203,"machine learning,",,"197-226,",1990.,robert schapire.,,the strength of weak learnability.,,,,5(2),
1204,"machine learning,",,"197-227,",1990.,r. e. schapire.,,the strength of weak learnability.,,,,5(2),
1205,"machine learning,",,"197-226,",1990.,r. schapire.,,the strength of weak learnability.,,,,5,
1206,"machine learning,",,"197-226,",1990.,r. schapire.,,the strength of weak learnability.,,,,5(2),
1207,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1208,"machine learning,",,"197-226,",1990.,robert schapire.,,the strength of weak learnability.,,,,5(2),
1209,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1210,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1211,"machine learning 5 (2),",,,1990.,"r.e. schapire,",,"the strength of weak learnability,",,,,,
1212,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1213,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1214,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1215,"machine learning,",,,1990.,robert e. schapire.,,the strength of weak learnability.,,"special issue for colt 89, to appear. a preliminary version is available in proceedings of the thirtieth annual symposium on foundations of computer science, pages 28-33,1989.",,,
1216,"machine learning,",,"pp. 197-227,",1990.,"r. e. schapire,",,"'the strength of weak learnability,'",,,,"vol. 5, no. 2,",
1217,"machine learning,",,pp. 197-227.,"1990,",r. schapire.,,the strength of weak learnability.,,,,"5(2),",
1218,"machine learning,",,"197-227,",1990.,"schapire, r.,",,"the strength of weak learnability,",,,,5(2),
1219,"machine learning,",,"197-227,",1990.,r. e. schapire.,,the strength of weak learnability.,,,,5(2),
1220,"machine learning,",,"197-227,",1990.,robert e. schapire.,,the strength of weak learnability.,,,7,5(2),
1221,"machine learning,",,"197-226,",1990.,robert e. schapire.,,the strength of weak learnability.,,,,5(2),
1222,machine learning 5:,,197-227.,,"schapire, r.e.",,the strength of weak learnability.,,,,,
1223,"machine learning,",,"pp. 197-227,",1990.,"shapire, r. e.,",,"the strength of weak learnability,",,,,"vol. 5,",
1224,"in proceedings of colt '90,",,pages 122-129.,1990.,r. e. schapire.,"morgan kaufmann,",pattern languages are not learnable.,,,,,
1225,"tech. report mit/lcs/tm-431,",,,1990.,"robert e. schapire,",,"'the emerging theory of average case complexity',",,,june,,
1226,,"cambridge, ma,",,1992.,r. e. schapire.,"mit press,",the design and analysis of efficient learning algorithms.,,,,,
1227,,,'92.,,"schapire, r.,","mit press,",the design and analysis of efficient learning algorithms.,,,,,
1228,,,,(1991).,r. e. schapire.,mit press. 38 dana ron and ronitt rubinfeld,the design and analysis of efficient learning algorithms.,,,,,
1229,"technical report mit/lcs/tr-493,",,,1991.,robert e. schapire.,,the design and analysis of efficient learning algorithms.,,,,,"mit laboratory for computer science,"
1230,,"cambridge, ma.,",,1991.,r. e. schapire.,"the mit press,",the design and analysis of efficient learning algorithms. acm distinguished dissertation awards series.,,,,,
1231,,"cambridge, ma,",,1992.,robert e. schapire.,"mit press,",the design and analysis of ef ficient learning algorithms.,,,,,
1232,,,,1992.,"schapire, r.,","mit press,",the design and analysis of efficient learning algorithms.,,,,,
1233,,,,1992.,r. schapire.,"mit press,",the design and analysis of efficient learning algorithms.,,,,,
1234,,"cambridge, ma,",,1992.,robert e. schapire.,"mit press,",the design and analysis of efficient learning algorithms.,,124 bibliography,,,
1235,,"cambridge, ma,",,1992.,r. e. schapire.,"mit press,",the design and analysis of efficient learning algorithms.,,,,,
1236,,"cambridge, ma,",,1992.,robert e. schapire.,"mit press,",the design and analysis of efficient learning algorithms.,,,,,
1237,,"cambridge, massachusetts,",,1991.,robert e. schapire.,"mit press,",the design and analysis of efficient learning algorithms.,,,,,
1238,"phd thesis,",,,1991.,robert e. schapire.,,the design and analysis of efficient learning algorithms.,,,,,"m.i.t.,"
1239,,"cam-bridge, ma,",,1992.,r. e. schapire.,"mit press,",the design and analysis of efficient learning algorithms.,,,,,
1240,,"cambridge, ma,",,1992.,r. e. schapire.,"mit press,",the design and analysis of efficient learning algorithms.,,,,,
1241,,,,1992.,robert e. schapire.,,"private correspondence,",,,january,,
1242,"phd thesis,",,,1991.,robert e. schapire.,,the design and analysis of efficient learning algorithms.,,,,,"m.i.t.,"
1243,,,,1992.,"schapire, r.e.,","the mit press,",the design and analysis of efficient learning algorithms.,,,15,,
1244,,,,1992.,"schapire, r.e.,","the mit press,",the design and analysis of efficient learning algorithms.,,,,,
1245,"in computation learning theory: proceedings of the fourth annual workshop,",,,1991.,robert e. schapire.,,learning probabilistic read-once formulas on product distributions.,,,august,,
1246,"in proceedings of the fourth annual workshop on computational learning theory,",,"pages 184-198,",1991.,robert e. schapire.,,learning probabilistic read-once formulas on product distributions.,,,august,,
1247,,"cam bridge, ma,",,1992.,r. e. schapire.,"mit press,",the design and analysis of ef ficient learning algorithms.,,,,,
1248,,,,1992.,robert e. schapire.,,"private correspondence,",,,january,,
1249,in proceedings of the sixth annual acm workshop on computational learning theory.,,,1993.,"r. e. schapire, l. m. sellie.",,learning sparse multivariate polynomial over a field with queries and counterexamples.,,,"july,",,
1250,"in machine learning: proceedings of the eleventh international conference,",,pages 266-274.,(1994).,"schapire, r. e. & warmuth, m. k.",morgan kaufmann.,on the worst-case analysis of temporal-difference learning algorithms.,,,,,
1251,"in 'proceddings, 11th international conference on machine learning,'","san francisco, ca.","pp. 266-274,","(1994),","schapire, r. e., and warmuth, m. k.","morgan kaufmann,","on the worst-case analysis of temporal-difference learing algorithms,",,to appear in machine learning.,,,
1252,"in proceedings of the eleventh international conference on machine learning,","san francisco, califor-nia, 1994.","pages 266-274,",,robert e. schapire and manfred k. warmuth.,morgan kaufmann.,on the worst-case analysis of temporal-difference learning algorithms.,,,,,
1253,"in proc. 11th international conference on machine learning,",,pages 266-274.,1994.,robert e. schapire and manfred k. warmuth.,"morgan kaufmann,",on the worst-case analysis of temporal-difference learning algorithms.,,,,,
1254,"in proc. 11th international conf. on machine learning,","san francisco, ca,","pages 266-274,",1994.,r. e. schapire and m. k. warmuth.,,on the worst-case analysis of temporal-difference learing algorithms.,,morgan kaufmann. to appear in machine learning.,july,,
1255,"in proc. 11th international conference on machine learning,",,,1994.,r. e. schapire and m. k. warmuth.,,on the worst-case analysis of temporal-difference learing algorithms.,,,,,
1256,"in eurocolt '95,pp.",,"23-27,",1995.,"schapire, r.e., and y. freund,","springer verlag,",'a decision theoretic generalization of on-line learning and its application to boosting'.,,,,,
1257,"j. of computer and system sciences,",,"201-213,",1996.,r. e. schapire and l. m. sellie.,,learning sparse multivariate polynomials over a field with queries and counterexamples.,,,,52(2),
1258,"j. of computer and system sciences,",,,1996.,r. e. schapire and l. m. sellie.,,learning sparse multivariate polynomials over a field with queries and counterexamples.,,,,"52(2):201213,",
1259,,,,"(1996),","schapire, r.e.",,private communication.,,,,,
1260,"in proceedings of the fourteenth international conference on machine learning,",,,1997.,"schapire r.e., freund y., bartlett p., lee w.s.:","morgan kaufmann,","boosting the margin: a new explanation for the effectiveness of voting methods,",,,,,
1261,in machine learning: proceedings of the fourteenth international conference.,,,(1997).,"r. e. schapire, y. freund, p. bartlett, and w. s. lee.",,boosting the margin: a new explanation for the effectiveness of voting methods.,,,,,
1262,"`machine learning: proceedings of the fourteenth international conference',",,pp. 322-330.,"(1997),","schapire, r. e., freund, y., bartlett, p. & lee, w. s.","morgan kaufmann,","boosting the margin: a new explanation for the effectiveness of voting methods,","in d. fisher, ed.,",,,,
1263,"`machine learning: proceedings of the fourteenth international conference',",,pp.,"(1997),","schapire, r. e., freund, y., bartlett, p. & lee, w. s.","morgan kaufmann,","boosting the margin: a new explanation for the effectiveness of voting methods,","in d. fisher, ed.,",322-330.,,,
1264,"neural networks 5,",,241-259.,"(1992),","eric bauer and ron kohavi wolpert, d. h.",,"`stacked generalization',",,,,,
1265,in proceedings of the 14th international conference on machine learning.,,,(1992).,"schapire, r. e., freund, y., bartlett, p., & lee, w. s.","morgan kaufmann. 205 seung,",query by committee.,"h. s., opper, m., & sompolinsky, h.",,,,
1266,,,,(1997).,"schapire, r., freund, y., bartlett, p., and lee, w.",,boosting the margin: a new explanation for the effectiveness of voting methods. in machines that learn - snowbird.,,,,,
